candidate,office,district,party,county,precinct,votes,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,96,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 1,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 1,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 1,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,23,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,63,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,4,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,50,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,43,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,20,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,36,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,18,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,12,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,6,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 1,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,1,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,47,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 2,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 2,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,12,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,34,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,22,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,22,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,15,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,15,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,5,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,3,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 2,3,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,33,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 3,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 3,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,9,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,23,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,16,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,14,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,5,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,15,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,3,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 3,3,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,115,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 4,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 4,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 4,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 4,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,36,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,74,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,2,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,64,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,38,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,3,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,8,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,37,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,34,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,21,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,9,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 4,6,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 4,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,75,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 5,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 5,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 5,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 5,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 5,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,37,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,34,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,34,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,34,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,22,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,18,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,9,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,22,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 5,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,1,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 5,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,89,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 6,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 6,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 6,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 6,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,64,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,18,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,20,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,63,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,14,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,56,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 6,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 6,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,1,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 7,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 7,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 7,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 7,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,1,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,1,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,1,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 7,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 7,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,11,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 8,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 8,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 8,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 8,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 8,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,4,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,6,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,4,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,6,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,4,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,4,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 8,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,1,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 8,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,59,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 9,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 9,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 9,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 9,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,10,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,43,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,4,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,26,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,20,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,3,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,8,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,16,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,21,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,5,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,7,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 9,4,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 9,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 2 ED 10,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 2 ED 10,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 2 ED 10,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 2 ED 10,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 2 ED 10,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 2 ED 10,0,,
