candidate,office,district,party,county,precinct,election_day,absentee,votes
Voids,Attorney General,,REFORM,Ulster,"Saugerties 5,9,15,16 (Grant D Morse)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Saugerties 5,9,15,16 (Grant D Morse)",5,0,5
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),59,6,65
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),47,6,53
Blanks,Governor,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),3,0,3
Voids,Governor,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),33,1,34
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),16,2,18
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),2,0,2
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),55,9,64
Blanks,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),1,0,1
Mike Diederich,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),1,0,1
Blanks,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Saugerties 6 (Cedar Grove FH),2,0,2
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),16,2,18
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),14,2,16
Blanks,Governor,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),6,2,8
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),2,1,3
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),22,1,23
Blanks,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Voids,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Saugerties 7 (Malden FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),2,0,2
Mike Diederich,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Saugerties 7 (Malden FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",148,5,153
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",212,17,229
Blanks,Governor,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",5,0,5
Voids,Governor,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",118,8,126
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",47,1,48
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",3,1,4
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",186,10,196
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",10,1,11
Voids,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",1,1,2
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",8,0,8
Mike Diederich,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",2,0,2
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",1,2,3
Blanks,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Saugerties 8,11,12,13 (Glasco FH)",0,1,1
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),22,4,26
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),30,3,33
Blanks,Governor,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),1,0,1
Voids,Governor,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),6,2,8
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),8,0,8
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),35,5,40
Blanks,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Saugerties 10 (Plattekill Reformed),,,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,1,1
Mike Diederich,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Voids,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Saugerties 10 (Plattekill Reformed),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),99,12,111
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),73,7,80
Blanks,Governor,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),27,3,30
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),21,1,22
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),3,0,3
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),116,15,131
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),5,0,5
Voids,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,1,1
Blanks,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shandaken 1 (Phoenicia FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),26,4,30
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),33,1,34
Blanks,Governor,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),19,0,19
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),12,2,14
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),25,3,28
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),2,0,2
Voids,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shandaken 2 (Shandaken TH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),37,3,40
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),41,6,47
Blanks,Governor,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),2,0,2
Voids,Governor,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),17,3,20
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),14,1,15
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),44,5,49
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),4,0,4
Voids,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),1,0,1
Mike Diederich,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),2,0,2
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shandaken 3 (Pine Hill FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),32,3,35
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),43,3,46
Blanks,Governor,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),15,3,18
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),13,0,13
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),46,3,49
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),1,0,1
Voids,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shandaken 4 (Mt Tremper FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),42,1,43
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),38,4,42
Blanks,Governor,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),22,0,22
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),21,2,23
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),3,0,3
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),31,2,33
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),28,3,31
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),46,2,48
Blanks,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),6,0,6
Voids,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),3,0,3
Mike Diederich,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),3,0,3
Blanks,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),4,0,4
Voids,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),6,0,6
Blanks,State Senate,42,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Voids,State Senate,42,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),0,0,0
Write-ins,State Senate,42,REFORM,Ulster,Shawangunk 2 (Shawangunk TH),4,0,4
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",95,3,98
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",77,8,85
Blanks,Governor,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",58,5,63
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",19,0,19
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",5,0,5
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",88,5,93
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",1,1,2
Voids,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",1,0,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",56,0,56
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",109,10,119
Blanks,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",7,1,8
Voids,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",7,1,8
Mike Diederich,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",4,0,4
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",5,1,6
Blanks,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",5,0,5
Voids,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",2,0,2
Write-ins,Attorney General,,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",1,0,1
Ann G Rabbitt,State Senate,42,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",18,2,20
Blanks,State Senate,42,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",2,0,2
Voids,State Senate,42,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",0,2,2
Write-ins,State Senate,42,REFORM,Ulster,"Shawangunk 3,5,7 (Walker Valley FH)",2,0,2
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),27,2,29
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),29,1,30
Blanks,Governor,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),1,0,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),18,1,19
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),7,1,8
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),2,0,2
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),30,1,31
Blanks,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Voids,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),17,0,17
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),39,3,42
Blanks,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),1,0,1
Voids,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),2,0,2
Christopher B Garvey,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),1,0,1
Voids,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),3,0,3
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),2,0,2
Blanks,State Senate,42,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),1,0,1
Voids,State Senate,42,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),0,0,0
Write-ins,State Senate,42,REFORM,Ulster,Shawangunk 4 (Shawangunk Val FH),3,0,3
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",51,7,58
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",61,3,64
Blanks,Governor,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",3,1,4
Voids,Governor,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",1,0,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",51,4,55
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",10,0,10
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",3,0,3
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",50,7,57
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",2,0,2
Voids,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",27,4,31
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",81,7,88
Blanks,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",8,0,8
Voids,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",2,0,2
Mike Diederich,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,1,1
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",6,0,6
Blanks,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",3,0,3
Voids,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Ann G Rabbitt,State Senate,42,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",9,1,10
Blanks,State Senate,42,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",1,0,1
Voids,State Senate,42,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",0,0,0
Write-ins,State Senate,42,REFORM,Ulster,"Shawangunk 1,6 (Wallkill FH)",1,0,1
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",62,9,71
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",116,28,144
Blanks,Governor,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",2,1,3
Voids,Governor,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",54,20,74
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",35,6,41
