county,precinct,office,district,candidate,party,votes,updated
Madison,City of Oneida Ward 3,U.S. House,22,Anthony J. Brindisi,IND,22,
Madison,City of Oneida Ward 3,U.S. House,22,Write-ins,,0,
Madison,City of Oneida Ward 3,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 3,U.S. House,22,Blanks,,29,
Madison,City of Oneida Ward 4,U.S. House,22,Anthony J. Brindisi,DEM,193,
Madison,City of Oneida Ward 4,U.S. House,22,Claudia Tenney,REP,200,
Madison,City of Oneida Ward 4,U.S. House,22,Claudia Tenney,CON,18,
Madison,City of Oneida Ward 4,U.S. House,22,Anthony J. Brindisi,WOR,19,
Madison,City of Oneida Ward 4,U.S. House,22,Keith D. Price Jr.,LBT,9,
Madison,City of Oneida Ward 4,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,City of Oneida Ward 4,U.S. House,22,Write-ins,,0,
Madison,City of Oneida Ward 4,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 4,U.S. House,22,Blanks,,10,
Madison,City of Oneida Ward 5,U.S. House,22,Anthony J. Brindisi,DEM,205,
Madison,City of Oneida Ward 5,U.S. House,22,Claudia Tenney,REP,280,
Madison,City of Oneida Ward 5,U.S. House,22,Claudia Tenney,CON,30,
Madison,City of Oneida Ward 5,U.S. House,22,Anthony J. Brindisi,WOR,18,
Madison,City of Oneida Ward 5,U.S. House,22,Keith D. Price Jr.,LBT,16,
Madison,City of Oneida Ward 5,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,City of Oneida Ward 5,U.S. House,22,Write-ins,,0,
Madison,City of Oneida Ward 5,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 5,U.S. House,22,Blanks,,16,
Madison,City of Oneida Ward 6,U.S. House,22,Anthony J. Brindisi,DEM,263,
Madison,City of Oneida Ward 6,U.S. House,22,Claudia Tenney,REP,309,
Madison,City of Oneida Ward 6,U.S. House,22,Claudia Tenney,CON,39,
Madison,City of Oneida Ward 6,U.S. House,22,Anthony J. Brindisi,WOR,18,
Madison,City of Oneida Ward 6,U.S. House,22,Keith D. Price Jr.,LBT,31,
Madison,City of Oneida Ward 6,U.S. House,22,Anthony J. Brindisi,IND,22,
Madison,City of Oneida Ward 6,U.S. House,22,Write-ins,,1,
Madison,City of Oneida Ward 6,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 6,U.S. House,22,Blanks,,18,
Madison,Town of Brookfield 1,U.S. House,22,Anthony J. Brindisi,DEM,98,
Madison,Town of Brookfield 1,U.S. House,22,Claudia Tenney,REP,166,
Madison,Town of Brookfield 1,U.S. House,22,Claudia Tenney,CON,21,
Madison,Town of Brookfield 1,U.S. House,22,Anthony J. Brindisi,WOR,11,
Madison,Town of Brookfield 1,U.S. House,22,Keith D. Price Jr.,LBT,9,
Madison,Town of Brookfield 1,U.S. House,22,Anthony J. Brindisi,IND,5,
Madison,Town of Brookfield 1,U.S. House,22,Write-ins,,0,
Madison,Town of Brookfield 1,U.S. House,22,Voids,,0,
Madison,Town of Brookfield 1,U.S. House,22,Blanks,,11,
Madison,Town of Brookfield 2,U.S. House,22,Anthony J. Brindisi,DEM,148,
Madison,Town of Brookfield 2,U.S. House,22,Claudia Tenney,REP,286,
Madison,Town of Brookfield 2,U.S. House,22,Claudia Tenney,CON,22,
Madison,Town of Brookfield 2,U.S. House,22,Anthony J. Brindisi,WOR,6,
Madison,Town of Brookfield 2,U.S. House,22,Keith D. Price Jr.,LBT,8,
Madison,Town of Brookfield 2,U.S. House,22,Anthony J. Brindisi,IND,5,
Madison,Town of Brookfield 2,U.S. House,22,Write-ins,,0,
Madison,Town of Brookfield 2,U.S. House,22,Voids,,0,
Madison,Town of Brookfield 2,U.S. House,22,Blanks,,16,
Madison,Town of Brookfield 3,U.S. House,22,Anthony J. Brindisi,DEM,103,
Madison,Town of Brookfield 3,U.S. House,22,Claudia Tenney,REP,179,
Madison,Town of Brookfield 3,U.S. House,22,Claudia Tenney,CON,22,
Madison,Town of Brookfield 3,U.S. House,22,Anthony J. Brindisi,WOR,11,
Madison,Town of Brookfield 3,U.S. House,22,Keith D. Price Jr.,LBT,6,
Madison,Town of Brookfield 3,U.S. House,22,Anthony J. Brindisi,IND,10,
Madison,Town of Brookfield 3,U.S. House,22,Write-ins,,0,
Madison,Town of Brookfield 3,U.S. House,22,Voids,,0,
Madison,Town of Brookfield 3,U.S. House,22,Blanks,,8,
Madison,Town of Cazenovia 1,U.S. House,22,Anthony J. Brindisi,DEM,237,
Madison,Town of Cazenovia 1,U.S. House,22,Claudia Tenney,REP,266,
Madison,Town of Cazenovia 1,U.S. House,22,Claudia Tenney,CON,26,
Madison,Town of Cazenovia 1,U.S. House,22,Anthony J. Brindisi,WOR,33,
Madison,Town of Cazenovia 1,U.S. House,22,Keith D. Price Jr.,LBT,15,
Madison,Town of Cazenovia 1,U.S. House,22,Anthony J. Brindisi,IND,11,
Madison,Town of Cazenovia 1,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 1,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 1,U.S. House,22,Blanks,,19,
Madison,Town of Cazenovia 2,U.S. House,22,Anthony J. Brindisi,DEM,338,
Madison,Town of Cazenovia 2,U.S. House,22,Claudia Tenney,REP,202,
Madison,Town of Cazenovia 2,U.S. House,22,Claudia Tenney,CON,18,
Madison,Town of Cazenovia 2,U.S. House,22,Anthony J. Brindisi,WOR,15,
Madison,Town of Cazenovia 2,U.S. House,22,Keith D. Price Jr.,LBT,6,
Madison,Town of Cazenovia 2,U.S. House,22,Anthony J. Brindisi,IND,14,
Madison,Town of Cazenovia 2,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 2,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 2,U.S. House,22,Blanks,,8,
Madison,Town of Cazenovia 3,U.S. House,22,Anthony J. Brindisi,DEM,423,
Madison,Town of Cazenovia 3,U.S. House,22,Claudia Tenney,REP,165,
Madison,Town of Cazenovia 3,U.S. House,22,Claudia Tenney,CON,15,
Madison,Town of Cazenovia 3,U.S. House,22,Anthony J. Brindisi,WOR,31,
Madison,Town of Cazenovia 3,U.S. House,22,Keith D. Price Jr.,LBT,6,
Madison,Town of Cazenovia 3,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,Town of Cazenovia 3,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 3,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 3,U.S. House,22,Blanks,,16,
Madison,Town of Cazenovia 4,U.S. House,22,Anthony J. Brindisi,DEM,457,
Madison,Town of Cazenovia 4,U.S. House,22,Claudia Tenney,REP,297,
Madison,Town of Cazenovia 4,U.S. House,22,Claudia Tenney,CON,39,
Madison,Town of Cazenovia 4,U.S. House,22,Anthony J. Brindisi,WOR,19,
Madison,Town of Cazenovia 4,U.S. House,22,Keith D. Price Jr.,LBT,13,
Madison,Town of Cazenovia 4,U.S. House,22,Anthony J. Brindisi,IND,10,
Madison,Town of Cazenovia 4,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 4,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 4,U.S. House,22,Blanks,,10,
Madison,Town of Cazenovia 5,U.S. House,22,Anthony J. Brindisi,DEM,457,
Madison,Town of Cazenovia 5,U.S. House,22,Claudia Tenney,REP,375,
Madison,Town of Cazenovia 5,U.S. House,22,Claudia Tenney,CON,36,
Madison,Town of Cazenovia 5,U.S. House,22,Anthony J. Brindisi,WOR,17,
Madison,Town of Cazenovia 5,U.S. House,22,Keith D. Price Jr.,LBT,14,
Madison,Town of Cazenovia 5,U.S. House,22,Anthony J. Brindisi,IND,23,
Madison,Town of Cazenovia 5,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 5,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 5,U.S. House,22,Blanks,,17,
Madison,Town of Cazenovia 6,U.S. House,22,Anthony J. Brindisi,DEM,353,
Madison,Town of Cazenovia 6,U.S. House,22,Claudia Tenney,REP,215,
Madison,Town of Cazenovia 6,U.S. House,22,Claudia Tenney,CON,20,
Madison,Town of Cazenovia 6,U.S. House,22,Anthony J. Brindisi,WOR,12,
Madison,Town of Cazenovia 6,U.S. House,22,Keith D. Price Jr.,LBT,6,
Madison,Town of Cazenovia 6,U.S. House,22,Anthony J. Brindisi,IND,16,
Madison,Town of Cazenovia 6,U.S. House,22,Write-ins,,0,
Madison,Town of Cazenovia 6,U.S. House,22,Voids,,0,
Madison,Town of Cazenovia 6,U.S. House,22,Blanks,,13,
Madison,Town of DeRuyter 1,U.S. House,22,Anthony J. Brindisi,DEM,241,
Madison,Town of DeRuyter 1,U.S. House,22,Claudia Tenney,REP,409,
Madison,Town of DeRuyter 1,U.S. House,22,Claudia Tenney,CON,46,
Madison,Town of DeRuyter 1,U.S. House,22,Anthony J. Brindisi,WOR,20,
Madison,Town of DeRuyter 1,U.S. House,22,Keith D. Price Jr.,LBT,25,
Madison,Town of DeRuyter 1,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,Town of DeRuyter 1,U.S. House,22,Write-ins,,0,
Madison,Town of DeRuyter 1,U.S. House,22,Voids,,0,
Madison,Town of DeRuyter 1,U.S. House,22,Blanks,,25,
Madison,Town of Eaton 1,U.S. House,22,Anthony J. Brindisi,DEM,312,
Madison,Town of Eaton 1,U.S. House,22,Claudia Tenney,REP,347,
Madison,Town of Eaton 1,U.S. House,22,Claudia Tenney,CON,46,
Madison,Town of Eaton 1,U.S. House,22,Anthony J. Brindisi,WOR,18,
Madison,Town of Eaton 1,U.S. House,22,Keith D. Price Jr.,LBT,21,
Madison,Town of Eaton 1,U.S. House,22,Anthony J. Brindisi,IND,18,
Madison,Town of Eaton 1,U.S. House,22,Write-ins,,1,
Madison,Town of Eaton 1,U.S. House,22,Voids,,0,
Madison,Town of Eaton 1,U.S. House,22,Blanks,,29,
Madison,Town of Eaton 2,U.S. House,22,Anthony J. Brindisi,DEM,303,
Madison,Town of Eaton 2,U.S. House,22,Claudia Tenney,REP,408,
Madison,Town of Eaton 2,U.S. House,22,Claudia Tenney,CON,45,
Madison,Town of Eaton 2,U.S. House,22,Anthony J. Brindisi,WOR,22,
Madison,Town of Eaton 2,U.S. House,22,Keith D. Price Jr.,LBT,17,
Madison,Town of Eaton 2,U.S. House,22,Anthony J. Brindisi,IND,8,
Madison,Town of Eaton 2,U.S. House,22,Write-ins,,0,
Madison,Town of Eaton 2,U.S. House,22,Voids,,0,
Madison,Town of Eaton 2,U.S. House,22,Blanks,,18,
Madison,Town of Fenner 1,U.S. House,22,Anthony J. Brindisi,DEM,327,
Madison,Town of Fenner 1,U.S. House,22,Claudia Tenney,REP,463,
Madison,Town of Fenner 1,U.S. House,22,Claudia Tenney,CON,41,
Madison,Town of Fenner 1,U.S. House,22,Anthony J. Brindisi,WOR,21,
Madison,Town of Fenner 1,U.S. House,22,Keith D. Price Jr.,LBT,25,
Madison,Town of Fenner 1,U.S. House,22,Anthony J. Brindisi,IND,14,
Madison,Town of Fenner 1,U.S. House,22,Write-ins,,0,
Madison,Town of Fenner 1,U.S. House,22,Voids,,0,
Madison,Town of Fenner 1,U.S. House,22,Blanks,,30,
Madison,Town of Georgetown 1,U.S. House,22,Anthony J. Brindisi,DEM,76,
Madison,Town of Georgetown 1,U.S. House,22,Claudia Tenney,REP,210,
Madison,Town of Georgetown 1,U.S. House,22,Claudia Tenney,CON,17,
Madison,Town of Georgetown 1,U.S. House,22,Anthony J. Brindisi,WOR,9,
Madison,Town of Georgetown 1,U.S. House,22,Keith D. Price Jr.,LBT,8,
Madison,Town of Georgetown 1,U.S. House,22,Anthony J. Brindisi,IND,13,
Madison,Town of Georgetown 1,U.S. House,22,Write-ins,,0,
Madison,Town of Georgetown 1,U.S. House,22,Voids,,0,
Madison,Town of Georgetown 1,U.S. House,22,Blanks,,11,
Madison,Town of Hamilton 1,U.S. House,22,Anthony J. Brindisi,DEM,318,
Madison,Town of Hamilton 1,U.S. House,22,Claudia Tenney,REP,91,
Madison,Town of Hamilton 1,U.S. House,22,Claudia Tenney,CON,10,
Madison,Town of Hamilton 1,U.S. House,22,Anthony J. Brindisi,WOR,48,
Madison,Town of Hamilton 1,U.S. House,22,Keith D. Price Jr.,LBT,7,
Madison,Town of Hamilton 1,U.S. House,22,Anthony J. Brindisi,IND,7,
Madison,Town of Hamilton 1,U.S. House,22,Write-ins,,0,
Madison,Town of Hamilton 1,U.S. House,22,Voids,,0,
Madison,Town of Hamilton 1,U.S. House,22,Blanks,,11,
Madison,Town of Hamilton 2,U.S. House,22,Anthony J. Brindisi,DEM,511,
Madison,Town of Hamilton 2,U.S. House,22,Claudia Tenney,REP,139,
Madison,Town of Hamilton 2,U.S. House,22,Claudia Tenney,CON,15,
Madison,Town of Hamilton 2,U.S. House,22,Anthony J. Brindisi,WOR,35,
Madison,Town of Hamilton 2,U.S. House,22,Keith D. Price Jr.,LBT,3,
Madison,Town of Hamilton 2,U.S. House,22,Anthony J. Brindisi,IND,8,
Madison,Town of Hamilton 2,U.S. House,22,Write-ins,,0,
Madison,Town of Hamilton 2,U.S. House,22,Voids,,0,
Madison,Town of Hamilton 2,U.S. House,22,Blanks,,20,
Madison,Town of Hamilton 3,U.S. House,22,Anthony J. Brindisi,DEM,117,
Madison,Town of Hamilton 3,U.S. House,22,Claudia Tenney,REP,132,
Madison,Town of Hamilton 3,U.S. House,22,Claudia Tenney,CON,16,
Madison,Town of Hamilton 3,U.S. House,22,Anthony J. Brindisi,WOR,13,
Madison,Town of Hamilton 3,U.S. House,22,Keith D. Price Jr.,LBT,4,
Madison,Town of Hamilton 3,U.S. House,22,Anthony J. Brindisi,IND,6,
Madison,Town of Hamilton 3,U.S. House,22,Write-ins,,2,
Madison,Town of Hamilton 3,U.S. House,22,Voids,,0,
Madison,Town of Hamilton 3,U.S. House,22,Blanks,,8,
Madison,Town of Hamilton 4,U.S. House,22,Anthony J. Brindisi,DEM,305,
Madison,Town of Hamilton 4,U.S. House,22,Claudia Tenney,REP,306,
Madison,Town of Hamilton 4,U.S. House,22,Claudia Tenney,CON,34,
Madison,Town of Hamilton 4,U.S. House,22,Anthony J. Brindisi,WOR,26,
Madison,Town of Hamilton 4,U.S. House,22,Keith D. Price Jr.,LBT,22,
Madison,Town of Hamilton 4,U.S. House,22,Anthony J. Brindisi,IND,14,
Madison,Town of Hamilton 4,U.S. House,22,Write-ins,,1,
Madison,Town of Hamilton 4,U.S. House,22,Voids,,0,
Madison,Town of Hamilton 4,U.S. House,22,Blanks,,4,
Madison,Town of Lebanon 1,U.S. House,22,Anthony J. Brindisi,DEM,83,
Madison,Town of Lebanon 1,U.S. House,22,Claudia Tenney,REP,131,
Madison,Town of Lebanon 1,U.S. House,22,Claudia Tenney,CON,15,
Madison,Town of Lebanon 1,U.S. House,22,Anthony J. Brindisi,WOR,4,
Madison,Town of Lebanon 1,U.S. House,22,Keith D. Price Jr.,LBT,3,
Madison,Town of Lebanon 1,U.S. House,22,Anthony J. Brindisi,IND,2,
Madison,Town of Lebanon 1,U.S. House,22,Write-ins,,0,
Madison,Town of Lebanon 1,U.S. House,22,Voids,,0,
Madison,Town of Lebanon 1,U.S. House,22,Blanks,,4,
Madison,Town of Lebanon 2,U.S. House,22,Anthony J. Brindisi,DEM,173,
Madison,Town of Lebanon 2,U.S. House,22,Claudia Tenney,REP,202,
Madison,Town of Lebanon 2,U.S. House,22,Claudia Tenney,CON,14,
Madison,Town of Lebanon 2,U.S. House,22,Anthony J. Brindisi,WOR,11,
Madison,Town of Lebanon 2,U.S. House,22,Keith D. Price Jr.,LBT,7,
Madison,Town of Lebanon 2,U.S. House,22,Anthony J. Brindisi,IND,6,
Madison,Town of Lebanon 2,U.S. House,22,Write-ins,,0,
Madison,Town of Lebanon 2,U.S. House,22,Voids,,0,
Madison,Town of Lebanon 2,U.S. House,22,Blanks,,14,
Madison,Town of Lenox 1,U.S. House,22,Anthony J. Brindisi,DEM,278,
Madison,Town of Lenox 1,U.S. House,22,Claudia Tenney,REP,457,
Madison,Town of Lenox 1,U.S. House,22,Claudia Tenney,CON,46,
Madison,Town of Lenox 1,U.S. House,22,Anthony J. Brindisi,WOR,23,
Madison,Town of Lenox 1,U.S. House,22,Keith D. Price Jr.,LBT,18,
Madison,Town of Lenox 1,U.S. House,22,Anthony J. Brindisi,IND,13,
Madison,Town of Lenox 1,U.S. House,22,Write-ins,,2,
Madison,Town of Lenox 1,U.S. House,22,Voids,,0,
Madison,Town of Lenox 1,U.S. House,22,Blanks,,27,
Madison,Town of Lenox 2,U.S. House,22,Anthony J. Brindisi,DEM,235,
Madison,Town of Lenox 2,U.S. House,22,Claudia Tenney,REP,355,
Madison,Town of Lenox 2,U.S. House,22,Claudia Tenney,CON,39,
Madison,Town of Lenox 2,U.S. House,22,Anthony J. Brindisi,WOR,16,
Madison,Town of Lenox 2,U.S. House,22,Keith D. Price Jr.,LBT,22,
Madison,Town of Lenox 2,U.S. House,22,Anthony J. Brindisi,IND,14,
Madison,Town of Lenox 2,U.S. House,22,Write-ins,,1,
Madison,Town of Lenox 2,U.S. House,22,Voids,,0,
Madison,Town of Lenox 2,U.S. House,22,Blanks,,24,
Madison,Town of Lenox 3,U.S. House,22,Anthony J. Brindisi,DEM,287,
Madison,Town of Lenox 3,U.S. House,22,Claudia Tenney,REP,362,
Madison,Town of Lenox 3,U.S. House,22,Claudia Tenney,CON,23,
Madison,Town of Lenox 3,U.S. House,22,Anthony J. Brindisi,WOR,23,
Madison,Town of Lenox 3,U.S. House,22,Keith D. Price Jr.,LBT,21,
Madison,Town of Lenox 3,U.S. House,22,Anthony J. Brindisi,IND,7,
Madison,Town of Lenox 3,U.S. House,22,Write-ins,,1,
Madison,Town of Lenox 3,U.S. House,22,Voids,,0,
Madison,Town of Lenox 3,U.S. House,22,Blanks,,23,
Madison,Town of Lenox 4,U.S. House,22,Anthony J. Brindisi,DEM,244,
Madison,Town of Lenox 4,U.S. House,22,Claudia Tenney,REP,285,
Madison,Town of Lenox 4,U.S. House,22,Claudia Tenney,CON,20,
Madison,Town of Lenox 4,U.S. House,22,Anthony J. Brindisi,WOR,14,
Madison,Town of Lenox 4,U.S. House,22,Keith D. Price Jr.,LBT,7,
Madison,Town of Lenox 4,U.S. House,22,Anthony J. Brindisi,IND,8,
Madison,Town of Lenox 4,U.S. House,22,Write-ins,,0,
Madison,Town of Lenox 4,U.S. House,22,Voids,,0,
Madison,Town of Lenox 4,U.S. House,22,Blanks,,9,
Madison,Town of Lenox 5,U.S. House,22,Anthony J. Brindisi,DEM,354,
Madison,Town of Lenox 5,U.S. House,22,Claudia Tenney,REP,428,
Madison,Town of Lenox 5,U.S. House,22,Claudia Tenney,CON,24,
Madison,Town of Lenox 5,U.S. House,22,Anthony J. Brindisi,WOR,21,
Madison,Town of Lenox 5,U.S. House,22,Keith D. Price Jr.,LBT,17,
Madison,Town of Lenox 5,U.S. House,22,Anthony J. Brindisi,IND,18,
Madison,Town of Lenox 5,U.S. House,22,Write-ins,,0,
Madison,Town of Lenox 5,U.S. House,22,Voids,,0,
Madison,Town of Lenox 5,U.S. House,22,Blanks,,25,
Madison,Town of Lenox 6,U.S. House,22,Anthony J. Brindisi,DEM,129,
Madison,Town of Lenox 6,U.S. House,22,Claudia Tenney,REP,185,
Madison,Town of Lenox 6,U.S. House,22,Claudia Tenney,CON,16,
Madison,Town of Lenox 6,U.S. House,22,Anthony J. Brindisi,WOR,8,
Madison,Town of Lenox 6,U.S. House,22,Keith D. Price Jr.,LBT,10,
Madison,Town of Lenox 6,U.S. House,22,Anthony J. Brindisi,IND,7,
Madison,Town of Lenox 6,U.S. House,22,Write-ins,,0,
Madison,Town of Lenox 6,U.S. House,22,Voids,,0,
Madison,Town of Lenox 6,U.S. House,22,Blanks,,4,
Madison,Town of Lincoln 1,U.S. House,22,Anthony J. Brindisi,DEM,154,
Madison,Town of Lincoln 1,U.S. House,22,Claudia Tenney,REP,247,
Madison,Town of Lincoln 1,U.S. House,22,Claudia Tenney,CON,12,
Madison,Town of Lincoln 1,U.S. House,22,Anthony J. Brindisi,WOR,13,
Madison,Town of Lincoln 1,U.S. House,22,Keith D. Price Jr.,LBT,8,
Madison,Town of Lincoln 1,U.S. House,22,Anthony J. Brindisi,IND,10,
Madison,Town of Lincoln 1,U.S. House,22,Write-ins,,0,
Madison,Town of Lincoln 1,U.S. House,22,Voids,,0,
Madison,Town of Lincoln 1,U.S. House,22,Blanks,,8,
Madison,Town of Lincoln 2,U.S. House,22,Anthony J. Brindisi,DEM,146,
Madison,Town of Lincoln 2,U.S. House,22,Claudia Tenney,REP,288,
Madison,Town of Lincoln 2,U.S. House,22,Claudia Tenney,CON,28,
Madison,Town of Lincoln 2,U.S. House,22,Anthony J. Brindisi,WOR,10,
Madison,Town of Lincoln 2,U.S. House,22,Keith D. Price Jr.,LBT,13,
Madison,Town of Lincoln 2,U.S. House,22,Anthony J. Brindisi,IND,8,
Madison,Town of Lincoln 2,U.S. House,22,Write-ins,,0,
Madison,Town of Lincoln 2,U.S. House,22,Voids,,0,
Madison,Town of Lincoln 2,U.S. House,22,Blanks,,13,
Madison,Town of Madison 1,U.S. House,22,Anthony J. Brindisi,DEM,342,
Madison,Town of Madison 1,U.S. House,22,Claudia Tenney,REP,408,
Madison,Town of Madison 1,U.S. House,22,Claudia Tenney,CON,40,
Madison,Town of Madison 1,U.S. House,22,Anthony J. Brindisi,WOR,24,
Madison,Town of Madison 1,U.S. House,22,Keith D. Price Jr.,LBT,6,
Madison,Town of Madison 1,U.S. House,22,Anthony J. Brindisi,IND,14,
Madison,Town of Madison 1,U.S. House,22,Write-ins,,0,
Madison,Town of Madison 1,U.S. House,22,Voids,,0,
Madison,Town of Madison 1,U.S. House,22,Blanks,,9,
Madison,Town of Madison 2,U.S. House,22,Anthony J. Brindisi,DEM,296,
Madison,Town of Madison 2,U.S. House,22,Claudia Tenney,REP,303,
Madison,Town of Madison 2,U.S. House,22,Claudia Tenney,CON,24,
Madison,Town of Madison 2,U.S. House,22,Anthony J. Brindisi,WOR,21,
Madison,Town of Madison 2,U.S. House,22,Keith D. Price Jr.,LBT,12,
Madison,Town of Madison 2,U.S. House,22,Anthony J. Brindisi,IND,15,
Madison,Town of Madison 2,U.S. House,22,Write-ins,,0,
Madison,Town of Madison 2,U.S. House,22,Voids,,0,
Madison,Town of Madison 2,U.S. House,22,Blanks,,20,
Madison,Town of Nelson 1,U.S. House,22,Anthony J. Brindisi,DEM,241,
Madison,Town of Nelson 1,U.S. House,22,Claudia Tenney,REP,272,
Madison,Town of Nelson 1,U.S. House,22,Claudia Tenney,CON,33,
Madison,Town of Nelson 1,U.S. House,22,Anthony J. Brindisi,WOR,25,
Madison,Town of Nelson 1,U.S. House,22,Keith D. Price Jr.,LBT,13,
Madison,Town of Nelson 1,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,Town of Nelson 1,U.S. House,22,Write-ins,,1,
Madison,Town of Nelson 1,U.S. House,22,Voids,,0,
Madison,Town of Nelson 1,U.S. House,22,Blanks,,9,
Madison,Town of Nelson 2,U.S. House,22,Anthony J. Brindisi,DEM,230,
Madison,Town of Nelson 2,U.S. House,22,Claudia Tenney,REP,262,
Madison,Town of Nelson 2,U.S. House,22,Claudia Tenney,CON,25,
Madison,Town of Nelson 2,U.S. House,22,Anthony J. Brindisi,WOR,12,
Madison,Town of Nelson 2,U.S. House,22,Keith D. Price Jr.,LBT,7,
Madison,Town of Nelson 2,U.S. House,22,Anthony J. Brindisi,IND,13,
Madison,Town of Nelson 2,U.S. House,22,Write-ins,,1,
Madison,Town of Nelson 2,U.S. House,22,Voids,,0,
Madison,Town of Nelson 2,U.S. House,22,Blanks,,17,
Madison,Town of Smithfield 1,U.S. House,22,Anthony J. Brindisi,DEM,158,
Madison,Town of Smithfield 1,U.S. House,22,Claudia Tenney,REP,313,
Madison,Town of Smithfield 1,U.S. House,22,Claudia Tenney,CON,34,
Madison,Town of Smithfield 1,U.S. House,22,Anthony J. Brindisi,WOR,14,
Madison,Town of Smithfield 1,U.S. House,22,Keith D. Price Jr.,LBT,10,
Madison,Town of Smithfield 1,U.S. House,22,Anthony J. Brindisi,IND,12,
Madison,Town of Smithfield 1,U.S. House,22,Write-ins,,0,
Madison,Town of Smithfield 1,U.S. House,22,Voids,,0,
Madison,Town of Smithfield 1,U.S. House,22,Blanks,,15,
Madison,Town of Stockbridge 1,U.S. House,22,Anthony J. Brindisi,DEM,132,
Madison,Town of Stockbridge 1,U.S. House,22,Claudia Tenney,REP,240,
Madison,Town of Stockbridge 1,U.S. House,22,Claudia Tenney,CON,12,
Madison,Town of Stockbridge 1,U.S. House,22,Anthony J. Brindisi,WOR,14,
Madison,Town of Stockbridge 1,U.S. House,22,Keith D. Price Jr.,LBT,9,
Madison,Town of Stockbridge 1,U.S. House,22,Anthony J. Brindisi,IND,8,
Madison,Town of Stockbridge 1,U.S. House,22,Write-ins,,0,
Madison,Town of Stockbridge 1,U.S. House,22,Voids,,0,
Madison,Town of Stockbridge 1,U.S. House,22,Blanks,,14,
Madison,Town of Stockbridge 2,U.S. House,22,Anthony J. Brindisi,DEM,146,
Madison,Town of Stockbridge 2,U.S. House,22,Claudia Tenney,REP,303,
Madison,Town of Stockbridge 2,U.S. House,22,Claudia Tenney,CON,17,
Madison,Town of Stockbridge 2,U.S. House,22,Anthony J. Brindisi,WOR,16,
Madison,Town of Stockbridge 2,U.S. House,22,Keith D. Price Jr.,LBT,12,
Madison,Town of Stockbridge 2,U.S. House,22,Anthony J. Brindisi,IND,9,
Madison,Town of Stockbridge 2,U.S. House,22,Write-ins,,0,
Madison,Town of Stockbridge 2,U.S. House,22,Voids,,0,
Madison,Town of Stockbridge 2,U.S. House,22,Blanks,,20,
Madison,Town of Sullivan 1,U.S. House,22,Anthony J. Brindisi,DEM,565,
Madison,Town of Sullivan 1,U.S. House,22,Claudia Tenney,REP,545,
Madison,Town of Sullivan 1,U.S. House,22,Claudia Tenney,CON,58,
Madison,Town of Sullivan 1,U.S. House,22,Anthony J. Brindisi,WOR,25,
Madison,Town of Sullivan 1,U.S. House,22,Keith D. Price Jr.,LBT,22,
Madison,Town of Sullivan 1,U.S. House,22,Anthony J. Brindisi,IND,27,
Madison,Town of Sullivan 1,U.S. House,22,Write-ins,,0,
Madison,Town of Sullivan 1,U.S. House,22,Voids,,0,
Madison,Town of Sullivan 1,U.S. House,22,Blanks,,37,
Madison,Town of Sullivan 2,U.S. House,22,Anthony J. Brindisi,DEM,360,
Madison,Town of Sullivan 2,U.S. House,22,Claudia Tenney,REP,458,
Madison,Town of Sullivan 2,U.S. House,22,Claudia Tenney,CON,44,
Madison,Town of Sullivan 2,U.S. House,22,Anthony J. Brindisi,WOR,16,
Madison,Town of Sullivan 2,U.S. House,22,Keith D. Price Jr.,LBT,23,
Madison,Town of Sullivan 2,U.S. House,22,Anthony J. Brindisi,IND,22,
Madison,Town of Sullivan 2,U.S. House,22,Write-ins,,1,
Madison,Town of Sullivan 2,U.S. House,22,Voids,,0,
Madison,Town of Sullivan 2,U.S. House,22,Blanks,,24,
Madison,Town of Sullivan 3,U.S. House,22,Anthony J. Brindisi,DEM,285,
Madison,Town of Sullivan 3,U.S. House,22,Claudia Tenney,REP,359,
Madison,Town of Sullivan 3,U.S. House,22,Claudia Tenney,CON,30,
Madison,Town of Sullivan 3,U.S. House,22,Anthony J. Brindisi,WOR,26,
Madison,Town of Sullivan 3,U.S. House,22,Keith D. Price Jr.,LBT,20,
Madison,Town of Sullivan 3,U.S. House,22,Anthony J. Brindisi,IND,11,
Madison,Town of Sullivan 3,U.S. House,22,Write-ins,,0,
