county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,Machias,State Senate,57,George M. Borrello,IND,13,0
Cattaraugus,Mansfield,State Senate,57,George M. Borrello,IND,2,2
Cattaraugus,Napoli,State Senate,57,George M. Borrello,IND,3,0
Cattaraugus,New Albion,State Senate,57,George M. Borrello,IND,5,1
Cattaraugus,Otto,State Senate,57,George M. Borrello,IND,6,2
Cattaraugus,Perrysburg,State Senate,57,George M. Borrello,IND,30,0
Cattaraugus,Persia,State Senate,57,George M. Borrello,IND,9,0
Cattaraugus,Portville 1,State Senate,57,George M. Borrello,IND,2,0
Cattaraugus,Portville 2,State Senate,57,George M. Borrello,IND,7,2
Cattaraugus,Randolph District 1,State Senate,57,George M. Borrello,IND,11,1
Cattaraugus,Randolph District 2,State Senate,57,George M. Borrello,IND,8,0
Cattaraugus,Red House,State Senate,57,George M. Borrello,IND,0,1
Cattaraugus,South Valley,State Senate,57,George M. Borrello,IND,2,0
Cattaraugus,Town of Olean 1,State Senate,57,George M. Borrello,IND,5,0
Cattaraugus,Town of Olean 2,State Senate,57,George M. Borrello,IND,3,0
Cattaraugus,Town of Salamanca,State Senate,57,George M. Borrello,IND,3,2
Cattaraugus,Yorkshire 1,State Senate,57,George M. Borrello,IND,6,2
Cattaraugus,Yorkshire 2,State Senate,57,George M. Borrello,IND,6,0
Cattaraugus,Allegany District 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Allegany District 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Allegany District 3,State Senate,57,Write-ins,,0,0
Cattaraugus,Allegany District 4,State Senate,57,Write-ins,,0,0
Cattaraugus,Allegany District 5,State Senate,57,Write-ins,,0,0
Cattaraugus,Ashford District 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Ashford District 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Carrollton,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 1,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 2,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 3,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 4,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 5,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 6,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 7,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,Write-ins,,0,1
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,Write-ins,,0,0
Cattaraugus,Coldspring,State Senate,57,Write-ins,,0,0
Cattaraugus,Conewango,State Senate,57,Write-ins,,0,0
Cattaraugus,Dayton,State Senate,57,Write-ins,,0,0
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,Write-ins,,0,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,Write-ins,,0,
Cattaraugus,Early Voting - Olean 1,State Senate,57,Write-ins,,1,
Cattaraugus,Early Voting - Olean 2,State Senate,57,Write-ins,,2,
Cattaraugus,East Otto,State Senate,57,Write-ins,,0,0
Cattaraugus,Ellicottville,State Senate,57,Write-ins,,0,0
Cattaraugus,Farmersville,State Senate,57,Write-ins,,0,0
Cattaraugus,Franklinville District 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Franklinville District 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Freedom,State Senate,57,Write-ins,,0,0
Cattaraugus,Great Valley 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Great Valley 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Hinsdale,State Senate,57,Write-ins,,0,0
Cattaraugus,Humphrey,State Senate,57,Write-ins,,0,0
Cattaraugus,Ischua,State Senate,57,Write-ins,,0,0
Cattaraugus,Leon,State Senate,57,Write-ins,,0,0
Cattaraugus,Little Valley,State Senate,57,Write-ins,,0,0
Cattaraugus,Lyndon,State Senate,57,Write-ins,,0,0
Cattaraugus,Machias,State Senate,57,Write-ins,,0,0
Cattaraugus,Mansfield,State Senate,57,Write-ins,,0,0
Cattaraugus,Napoli,State Senate,57,Write-ins,,0,0
Cattaraugus,New Albion,State Senate,57,Write-ins,,0,0
Cattaraugus,Otto,State Senate,57,Write-ins,,0,0
Cattaraugus,Perrysburg,State Senate,57,Write-ins,,1,0
Cattaraugus,Persia,State Senate,57,Write-ins,,0,0
Cattaraugus,Portville 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Portville 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Randolph District 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Randolph District 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Red House,State Senate,57,Write-ins,,0,0
Cattaraugus,South Valley,State Senate,57,Write-ins,,0,0
Cattaraugus,Town of Olean 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Town of Olean 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Town of Salamanca,State Senate,57,Write-ins,,0,0
Cattaraugus,Yorkshire 1,State Senate,57,Write-ins,,0,0
Cattaraugus,Yorkshire 2,State Senate,57,Write-ins,,0,0
Cattaraugus,Allegany District 1,State Senate,57,Voids,,0,0
Cattaraugus,Allegany District 2,State Senate,57,Voids,,0,0
Cattaraugus,Allegany District 3,State Senate,57,Voids,,0,0
Cattaraugus,Allegany District 4,State Senate,57,Voids,,0,0
Cattaraugus,Allegany District 5,State Senate,57,Voids,,0,0
Cattaraugus,Ashford District 1,State Senate,57,Voids,,0,0
Cattaraugus,Ashford District 2,State Senate,57,Voids,,1,1
Cattaraugus,Carrollton,State Senate,57,Voids,,0,0
Cattaraugus,City of Olean - Ward 1,State Senate,57,Voids,,0,0
Cattaraugus,City of Olean - Ward 2,State Senate,57,Voids,,0,0
Cattaraugus,City of Olean - Ward 3,State Senate,57,Voids,,0,3
Cattaraugus,City of Olean - Ward 4,State Senate,57,Voids,,0,0
Cattaraugus,City of Olean - Ward 5,State Senate,57,Voids,,0,0
Cattaraugus,City of Olean - Ward 6,State Senate,57,Voids,,0,1
Cattaraugus,City of Olean - Ward 7,State Senate,57,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,Voids,,0,2
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,Voids,,0,1
Cattaraugus,Coldspring,State Senate,57,Voids,,0,1
Cattaraugus,Conewango,State Senate,57,Voids,,0,1
Cattaraugus,Dayton,State Senate,57,Voids,,0,0
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,Voids,,0,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,Voids,,0,
Cattaraugus,Early Voting - Olean 1,State Senate,57,Voids,,0,
Cattaraugus,Early Voting - Olean 2,State Senate,57,Voids,,0,
Cattaraugus,East Otto,State Senate,57,Voids,,0,0
Cattaraugus,Ellicottville,State Senate,57,Voids,,0,1
Cattaraugus,Farmersville,State Senate,57,Voids,,0,0
Cattaraugus,Franklinville District 1,State Senate,57,Voids,,0,0
Cattaraugus,Franklinville District 2,State Senate,57,Voids,,0,0
Cattaraugus,Freedom,State Senate,57,Voids,,0,0
Cattaraugus,Great Valley 1,State Senate,57,Voids,,0,0
Cattaraugus,Great Valley 2,State Senate,57,Voids,,0,0
Cattaraugus,Hinsdale,State Senate,57,Voids,,0,0
Cattaraugus,Humphrey,State Senate,57,Voids,,0,0
Cattaraugus,Ischua,State Senate,57,Voids,,0,0
Cattaraugus,Leon,State Senate,57,Voids,,0,1
Cattaraugus,Little Valley,State Senate,57,Voids,,0,0
Cattaraugus,Lyndon,State Senate,57,Voids,,0,3
Cattaraugus,Machias,State Senate,57,Voids,,1,0
Cattaraugus,Mansfield,State Senate,57,Voids,,0,1
Cattaraugus,Napoli,State Senate,57,Voids,,0,0
Cattaraugus,New Albion,State Senate,57,Voids,,0,0
Cattaraugus,Otto,State Senate,57,Voids,,0,0
Cattaraugus,Perrysburg,State Senate,57,Voids,,0,0
Cattaraugus,Persia,State Senate,57,Voids,,0,0
Cattaraugus,Portville 1,State Senate,57,Voids,,0,0
Cattaraugus,Portville 2,State Senate,57,Voids,,0,1
Cattaraugus,Randolph District 1,State Senate,57,Voids,,0,0
Cattaraugus,Randolph District 2,State Senate,57,Voids,,0,0
Cattaraugus,Red House,State Senate,57,Voids,,0,0
Cattaraugus,South Valley,State Senate,57,Voids,,0,1
Cattaraugus,Town of Olean 1,State Senate,57,Voids,,0,0
Cattaraugus,Town of Olean 2,State Senate,57,Voids,,0,0
Cattaraugus,Town of Salamanca,State Senate,57,Voids,,1,0
Cattaraugus,Yorkshire 1,State Senate,57,Voids,,0,1
Cattaraugus,Yorkshire 2,State Senate,57,Voids,,0,0
Cattaraugus,Allegany District 1,State Senate,57,Blanks,,34,2
Cattaraugus,Allegany District 2,State Senate,57,Blanks,,8,3
Cattaraugus,Allegany District 3,State Senate,57,Blanks,,18,6
Cattaraugus,Allegany District 4,State Senate,57,Blanks,,21,4
Cattaraugus,Allegany District 5,State Senate,57,Blanks,,27,15
Cattaraugus,Ashford District 1,State Senate,57,Blanks,,16,6
Cattaraugus,Ashford District 2,State Senate,57,Blanks,,38,7
Cattaraugus,Carrollton,State Senate,57,Blanks,,33,14
Cattaraugus,City of Olean - Ward 1,State Senate,57,Blanks,,31,7
Cattaraugus,City of Olean - Ward 2,State Senate,57,Blanks,,27,8
Cattaraugus,City of Olean - Ward 3,State Senate,57,Blanks,,18,10
Cattaraugus,City of Olean - Ward 4,State Senate,57,Blanks,,21,2
Cattaraugus,City of Olean - Ward 5,State Senate,57,Blanks,,29,1
Cattaraugus,City of Olean - Ward 6,State Senate,57,Blanks,,35,9
Cattaraugus,City of Olean - Ward 7,State Senate,57,Blanks,,36,2
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,Blanks,,28,4
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,Blanks,,41,0
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,Blanks,,24,8
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,Blanks,,34,2
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,Blanks,,21,5
Cattaraugus,Coldspring,State Senate,57,Blanks,,21,6
Cattaraugus,Conewango,State Senate,57,Blanks,,21,6
Cattaraugus,Dayton,State Senate,57,Blanks,,30,6
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,Blanks,,60,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,Blanks,,53,
Cattaraugus,Early Voting - Olean 1,State Senate,57,Blanks,,111,
Cattaraugus,Early Voting - Olean 2,State Senate,57,Blanks,,76,
Cattaraugus,East Otto,State Senate,57,Blanks,,12,2
Cattaraugus,Ellicottville,State Senate,57,Blanks,,24,5
Cattaraugus,Farmersville,State Senate,57,Blanks,,19,6
Cattaraugus,Franklinville District 1,State Senate,57,Blanks,,28,1
Cattaraugus,Franklinville District 2,State Senate,57,Blanks,,33,8
Cattaraugus,Freedom,State Senate,57,Blanks,,107,1
Cattaraugus,Great Valley 1,State Senate,57,Blanks,,18,6
Cattaraugus,Great Valley 2,State Senate,57,Blanks,,32,5
Cattaraugus,Hinsdale,State Senate,57,Blanks,,40,5
Cattaraugus,Humphrey,State Senate,57,Blanks,,10,10
Cattaraugus,Ischua,State Senate,57,Blanks,,22,7
Cattaraugus,Leon,State Senate,57,Blanks,,7,1
Cattaraugus,Little Valley,State Senate,57,Blanks,,22,3
Cattaraugus,Lyndon,State Senate,57,Blanks,,17,14
Cattaraugus,Machias,State Senate,57,Blanks,,45,7
Cattaraugus,Mansfield,State Senate,57,Blanks,,12,14
Cattaraugus,Napoli,State Senate,57,Blanks,,20,5
Cattaraugus,New Albion,State Senate,57,Blanks,,38,10
Cattaraugus,Otto,State Senate,57,Blanks,,21,7
Cattaraugus,Perrysburg,State Senate,57,Blanks,,25,1
Cattaraugus,Persia,State Senate,57,Blanks,,38,1
Cattaraugus,Portville 1,State Senate,57,Blanks,,19,0
Cattaraugus,Portville 2,State Senate,57,Blanks,,37,6
Cattaraugus,Randolph District 1,State Senate,57,Blanks,,18,14
Cattaraugus,Randolph District 2,State Senate,57,Blanks,,28,2
Cattaraugus,Red House,State Senate,57,Blanks,,4,5
Cattaraugus,South Valley,State Senate,57,Blanks,,6,35
Cattaraugus,Town of Olean 1,State Senate,57,Blanks,,14,3
Cattaraugus,Town of Olean 2,State Senate,57,Blanks,,17,11
Cattaraugus,Town of Salamanca,State Senate,57,Blanks,,36,1
Cattaraugus,Yorkshire 1,State Senate,57,Blanks,,46,5
Cattaraugus,Yorkshire 2,State Senate,57,Blanks,,43,15
Cattaraugus,Allegany District 1,State Assembly,148,W. Ross Scott,DEM,112,72
Cattaraugus,Allegany District 2,State Assembly,148,W. Ross Scott,DEM,47,59
Cattaraugus,Allegany District 3,State Assembly,148,W. Ross Scott,DEM,77,49
Cattaraugus,Allegany District 4,State Assembly,148,W. Ross Scott,DEM,72,34
Cattaraugus,Allegany District 5,State Assembly,148,W. Ross Scott,DEM,78,49
Cattaraugus,Ashford District 1,State Assembly,148,W. Ross Scott,DEM,60,22
Cattaraugus,Ashford District 2,State Assembly,148,W. Ross Scott,DEM,121,49
Cattaraugus,Carrollton,State Assembly,148,W. Ross Scott,DEM,82,9
Cattaraugus,City of Olean - Ward 1,State Assembly,148,W. Ross Scott,DEM,112,22
Cattaraugus,City of Olean - Ward 2,State Assembly,148,W. Ross Scott,DEM,97,28
Cattaraugus,City of Olean - Ward 3,State Assembly,148,W. Ross Scott,DEM,82,33
Cattaraugus,City of Olean - Ward 4,State Assembly,148,W. Ross Scott,DEM,69,55
Cattaraugus,City of Olean - Ward 5,State Assembly,148,W. Ross Scott,DEM,103,20
Cattaraugus,City of Olean - Ward 6,State Assembly,148,W. Ross Scott,DEM,94,27
Cattaraugus,City of Olean - Ward 7,State Assembly,148,W. Ross Scott,DEM,86,55
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,W. Ross Scott,DEM,49,36
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,W. Ross Scott,DEM,144,29
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,W. Ross Scott,DEM,67,20
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,W. Ross Scott,DEM,111,38
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,W. Ross Scott,DEM,74,37
Cattaraugus,Coldspring,State Assembly,148,W. Ross Scott,DEM,55,8
Cattaraugus,Conewango,State Assembly,148,W. Ross Scott,DEM,60,23
Cattaraugus,Dayton,State Assembly,148,W. Ross Scott,DEM,66,8
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,W. Ross Scott,DEM,474,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,W. Ross Scott,DEM,378,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,W. Ross Scott,DEM,1075,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,W. Ross Scott,DEM,571,
Cattaraugus,East Otto,State Assembly,148,W. Ross Scott,DEM,62,34
Cattaraugus,Ellicottville,State Assembly,148,W. Ross Scott,DEM,126,12
Cattaraugus,Farmersville,State Assembly,148,W. Ross Scott,DEM,55,29
Cattaraugus,Franklinville District 1,State Assembly,148,W. Ross Scott,DEM,84,52
Cattaraugus,Franklinville District 2,State Assembly,148,W. Ross Scott,DEM,75,33
Cattaraugus,Freedom,State Assembly,148,W. Ross Scott,DEM,127,19
Cattaraugus,Great Valley 1,State Assembly,148,W. Ross Scott,DEM,78,25
Cattaraugus,Great Valley 2,State Assembly,148,W. Ross Scott,DEM,93,90
Cattaraugus,Hinsdale,State Assembly,148,W. Ross Scott,DEM,100,76
Cattaraugus,Humphrey,State Assembly,148,W. Ross Scott,DEM,54,67
Cattaraugus,Ischua,State Assembly,148,W. Ross Scott,DEM,54,80
Cattaraugus,Leon,State Assembly,148,W. Ross Scott,DEM,33,63
Cattaraugus,Little Valley,State Assembly,148,W. Ross Scott,DEM,50,67
Cattaraugus,Lyndon,State Assembly,148,W. Ross Scott,DEM,52,59
Cattaraugus,Machias,State Assembly,148,W. Ross Scott,DEM,120,52
Cattaraugus,Mansfield,State Assembly,148,W. Ross Scott,DEM,37,51
Cattaraugus,Napoli,State Assembly,148,W. Ross Scott,DEM,49,35
Cattaraugus,New Albion,State Assembly,148,W. Ross Scott,DEM,110,46
Cattaraugus,Otto,State Assembly,148,W. Ross Scott,DEM,41,34
Cattaraugus,Perrysburg,State Assembly,148,W. Ross Scott,DEM,143,21
Cattaraugus,Persia,State Assembly,148,W. Ross Scott,DEM,121,2
Cattaraugus,Portville 1,State Assembly,148,W. Ross Scott,DEM,99,6
Cattaraugus,Portville 2,State Assembly,148,W. Ross Scott,DEM,77,25
Cattaraugus,Randolph District 1,State Assembly,148,W. Ross Scott,DEM,60,43
Cattaraugus,Randolph District 2,State Assembly,148,W. Ross Scott,DEM,61,10
Cattaraugus,Red House,State Assembly,148,W. Ross Scott,DEM,1,35
Cattaraugus,South Valley,State Assembly,148,W. Ross Scott,DEM,41,40
Cattaraugus,Town of Olean 1,State Assembly,148,W. Ross Scott,DEM,44,15
Cattaraugus,Town of Olean 2,State Assembly,148,W. Ross Scott,DEM,51,56
Cattaraugus,Town of Salamanca,State Assembly,148,W. Ross Scott,DEM,67,25
Cattaraugus,Yorkshire 1,State Assembly,148,W. Ross Scott,DEM,125,29
Cattaraugus,Yorkshire 2,State Assembly,148,W. Ross Scott,DEM,115,55
Cattaraugus,Allegany District 1,State Assembly,148,Joseph M. Giglio,REP,336,35
Cattaraugus,Allegany District 2,State Assembly,148,Joseph M. Giglio,REP,125,27
Cattaraugus,Allegany District 3,State Assembly,148,Joseph M. Giglio,REP,291,33
Cattaraugus,Allegany District 4,State Assembly,148,Joseph M. Giglio,REP,378,45
Cattaraugus,Allegany District 5,State Assembly,148,Joseph M. Giglio,REP,339,24
Cattaraugus,Ashford District 1,State Assembly,148,Joseph M. Giglio,REP,185,17
Cattaraugus,Ashford District 2,State Assembly,148,Joseph M. Giglio,REP,384,40
Cattaraugus,Carrollton,State Assembly,148,Joseph M. Giglio,REP,374,15
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Joseph M. Giglio,REP,392,16
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Joseph M. Giglio,REP,349,19
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Joseph M. Giglio,REP,198,54
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Joseph M. Giglio,REP,144,56
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Joseph M. Giglio,REP,228,38
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Joseph M. Giglio,REP,237,30
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Joseph M. Giglio,REP,325,53
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Joseph M. Giglio,REP,122,40
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Joseph M. Giglio,REP,215,24
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Joseph M. Giglio,REP,115,19
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Joseph M. Giglio,REP,167,35
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Joseph M. Giglio,REP,187,48
Cattaraugus,Coldspring,State Assembly,148,Joseph M. Giglio,REP,240,6
Cattaraugus,Conewango,State Assembly,148,Joseph M. Giglio,REP,239,23
Cattaraugus,Dayton,State Assembly,148,Joseph M. Giglio,REP,409,14
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Joseph M. Giglio,REP,542,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Joseph M. Giglio,REP,576,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Joseph M. Giglio,REP,1179,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Joseph M. Giglio,REP,655,
Cattaraugus,East Otto,State Assembly,148,Joseph M. Giglio,REP,270,54
Cattaraugus,Ellicottville,State Assembly,148,Joseph M. Giglio,REP,316,12
Cattaraugus,Farmersville,State Assembly,148,Joseph M. Giglio,REP,330,25
Cattaraugus,Franklinville District 1,State Assembly,148,Joseph M. Giglio,REP,392,80
Cattaraugus,Franklinville District 2,State Assembly,148,Joseph M. Giglio,REP,297,41
Cattaraugus,Freedom,State Assembly,148,Joseph M. Giglio,REP,625,33
Cattaraugus,Great Valley 1,State Assembly,148,Joseph M. Giglio,REP,190,15
Cattaraugus,Great Valley 2,State Assembly,148,Joseph M. Giglio,REP,364,82
Cattaraugus,Hinsdale,State Assembly,148,Joseph M. Giglio,REP,513,54
Cattaraugus,Humphrey,State Assembly,148,Joseph M. Giglio,REP,189,33
Cattaraugus,Ischua,State Assembly,148,Joseph M. Giglio,REP,217,30
Cattaraugus,Leon,State Assembly,148,Joseph M. Giglio,REP,194,57
Cattaraugus,Little Valley,State Assembly,148,Joseph M. Giglio,REP,307,62
Cattaraugus,Lyndon,State Assembly,148,Joseph M. Giglio,REP,190,41
Cattaraugus,Machias,State Assembly,148,Joseph M. Giglio,REP,530,71
Cattaraugus,Mansfield,State Assembly,148,Joseph M. Giglio,REP,197,51
Cattaraugus,Napoli,State Assembly,148,Joseph M. Giglio,REP,279,48
Cattaraugus,New Albion,State Assembly,148,Joseph M. Giglio,REP,427,35
Cattaraugus,Otto,State Assembly,148,Joseph M. Giglio,REP,217,40
Cattaraugus,Perrysburg,State Assembly,148,Joseph M. Giglio,REP,442,41
Cattaraugus,Persia,State Assembly,148,Joseph M. Giglio,REP,466,3
Cattaraugus,Portville 1,State Assembly,148,Joseph M. Giglio,REP,486,5
Cattaraugus,Portville 2,State Assembly,148,Joseph M. Giglio,REP,469,14
Cattaraugus,Randolph District 1,State Assembly,148,Joseph M. Giglio,REP,297,47
Cattaraugus,Randolph District 2,State Assembly,148,Joseph M. Giglio,REP,361,18
Cattaraugus,Red House,State Assembly,148,Joseph M. Giglio,REP,16,20
Cattaraugus,South Valley,State Assembly,148,Joseph M. Giglio,REP,70,42
Cattaraugus,Town of Olean 1,State Assembly,148,Joseph M. Giglio,REP,163,19
Cattaraugus,Town of Olean 2,State Assembly,148,Joseph M. Giglio,REP,288,49
Cattaraugus,Town of Salamanca,State Assembly,148,Joseph M. Giglio,REP,146,12
Cattaraugus,Yorkshire 1,State Assembly,148,Joseph M. Giglio,REP,402,49
Cattaraugus,Yorkshire 2,State Assembly,148,Joseph M. Giglio,REP,427,38
Cattaraugus,Allegany District 1,State Assembly,148,Joseph M. Giglio,CON,27,12
Cattaraugus,Allegany District 2,State Assembly,148,Joseph M. Giglio,CON,9,6
Cattaraugus,Allegany District 3,State Assembly,148,Joseph M. Giglio,CON,22,4
Cattaraugus,Allegany District 4,State Assembly,148,Joseph M. Giglio,CON,33,2
Cattaraugus,Allegany District 5,State Assembly,148,Joseph M. Giglio,CON,31,5
Cattaraugus,Ashford District 1,State Assembly,148,Joseph M. Giglio,CON,26,5
Cattaraugus,Ashford District 2,State Assembly,148,Joseph M. Giglio,CON,47,6
Cattaraugus,Carrollton,State Assembly,148,Joseph M. Giglio,CON,20,1
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Joseph M. Giglio,CON,25,6
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Joseph M. Giglio,CON,33,1
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Joseph M. Giglio,CON,27,6
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Joseph M. Giglio,CON,22,5
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Joseph M. Giglio,CON,26,1
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Joseph M. Giglio,CON,27,6
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Joseph M. Giglio,CON,40,7
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Joseph M. Giglio,CON,11,3
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Joseph M. Giglio,CON,33,2
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Joseph M. Giglio,CON,14,0
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Joseph M. Giglio,CON,19,3
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Joseph M. Giglio,CON,14,6
Cattaraugus,Coldspring,State Assembly,148,Joseph M. Giglio,CON,30,2
Cattaraugus,Conewango,State Assembly,148,Joseph M. Giglio,CON,25,2
Cattaraugus,Dayton,State Assembly,148,Joseph M. Giglio,CON,45,0
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Joseph M. Giglio,CON,62,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Joseph M. Giglio,CON,71,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Joseph M. Giglio,CON,103,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Joseph M. Giglio,CON,59,
Cattaraugus,East Otto,State Assembly,148,Joseph M. Giglio,CON,44,2
Cattaraugus,Ellicottville,State Assembly,148,Joseph M. Giglio,CON,30,2
Cattaraugus,Farmersville,State Assembly,148,Joseph M. Giglio,CON,29,1
Cattaraugus,Franklinville District 1,State Assembly,148,Joseph M. Giglio,CON,42,6
Cattaraugus,Franklinville District 2,State Assembly,148,Joseph M. Giglio,CON,30,7
Cattaraugus,Freedom,State Assembly,148,Joseph M. Giglio,CON,73,5
Cattaraugus,Great Valley 1,State Assembly,148,Joseph M. Giglio,CON,27,4
Cattaraugus,Great Valley 2,State Assembly,148,Joseph M. Giglio,CON,30,8
Cattaraugus,Hinsdale,State Assembly,148,Joseph M. Giglio,CON,61,3
Cattaraugus,Humphrey,State Assembly,148,Joseph M. Giglio,CON,22,8
Cattaraugus,Ischua,State Assembly,148,Joseph M. Giglio,CON,13,5
Cattaraugus,Leon,State Assembly,148,Joseph M. Giglio,CON,32,8
Cattaraugus,Little Valley,State Assembly,148,Joseph M. Giglio,CON,30,9
Cattaraugus,Lyndon,State Assembly,148,Joseph M. Giglio,CON,19,5
Cattaraugus,Machias,State Assembly,148,Joseph M. Giglio,CON,65,15
Cattaraugus,Mansfield,State Assembly,148,Joseph M. Giglio,CON,11,5
Cattaraugus,Napoli,State Assembly,148,Joseph M. Giglio,CON,39,7
Cattaraugus,New Albion,State Assembly,148,Joseph M. Giglio,CON,57,11
Cattaraugus,Otto,State Assembly,148,Joseph M. Giglio,CON,32,6
Cattaraugus,Perrysburg,State Assembly,148,Joseph M. Giglio,CON,65,5
Cattaraugus,Persia,State Assembly,148,Joseph M. Giglio,CON,80,0
Cattaraugus,Portville 1,State Assembly,148,Joseph M. Giglio,CON,36,0
Cattaraugus,Portville 2,State Assembly,148,Joseph M. Giglio,CON,49,2
Cattaraugus,Randolph District 1,State Assembly,148,Joseph M. Giglio,CON,42,4
Cattaraugus,Randolph District 2,State Assembly,148,Joseph M. Giglio,CON,27,2
Cattaraugus,Red House,State Assembly,148,Joseph M. Giglio,CON,2,1
Cattaraugus,South Valley,State Assembly,148,Joseph M. Giglio,CON,11,5
Cattaraugus,Town of Olean 1,State Assembly,148,Joseph M. Giglio,CON,22,1
Cattaraugus,Town of Olean 2,State Assembly,148,Joseph M. Giglio,CON,14,6
Cattaraugus,Town of Salamanca,State Assembly,148,Joseph M. Giglio,CON,19,1
Cattaraugus,Yorkshire 1,State Assembly,148,Joseph M. Giglio,CON,66,8
Cattaraugus,Yorkshire 2,State Assembly,148,Joseph M. Giglio,CON,56,4
