county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Rutland 1,Governor,,Kathy C. Hochul,WOR,6,,,
Jefferson,Rutland 2,Governor,,Kathy C. Hochul,WOR,6,,,
Jefferson,Rutland 3,Governor,,Kathy C. Hochul,WOR,2,,,
Jefferson,Theresa 1,Governor,,Kathy C. Hochul,WOR,18,,,
Jefferson,Watertown 1,Governor,,Kathy C. Hochul,WOR,9,,,
Jefferson,Watertown 2,Governor,,Kathy C. Hochul,WOR,14,,,
Jefferson,Wilna 1,Governor,,Kathy C. Hochul,WOR,4,,,
Jefferson,Wilna 2,Governor,,Kathy C. Hochul,WOR,1,,,
Jefferson,Wilna 3,Governor,,Kathy C. Hochul,WOR,1,,,
Jefferson,Wilna 4,Governor,,Kathy C. Hochul,WOR,2,,,
Jefferson,Wilna 5,Governor,,Kathy C. Hochul,WOR,1,,,
Jefferson,Wilna 6,Governor,,Kathy C. Hochul,WOR,5,,,
Jefferson,Worth 1,Governor,,Kathy C. Hochul,WOR,2,,,
Jefferson,City 12/1,Governor,,Write-ins,,0,,,
Jefferson,City 12/2,Governor,,Write-ins,,0,,,
Jefferson,City 12/3,Governor,,Write-ins,,0,,,
Jefferson,13/1,Governor,,Write-ins,,1,,,
Jefferson,13/2,Governor,,Write-ins,,3,,,
Jefferson,13/3,Governor,,Write-ins,,0,,,
Jefferson,14/1,Governor,,Write-ins,,0,,,
Jefferson,14/2,Governor,,Write-ins,,1,,,
Jefferson,15/1,Governor,,Write-ins,,0,,,
Jefferson,15/2,Governor,,Write-ins,,1,,,
Jefferson,15/3,Governor,,Write-ins,,0,,,
Jefferson,Adams 1,Governor,,Write-ins,,1,,,
Jefferson,Adams 2,Governor,,Write-ins,,0,,,
Jefferson,Adams 3,Governor,,Write-ins,,1,,,
Jefferson,Alexandria 1,Governor,,Write-ins,,0,,,
Jefferson,Alexandria 2,Governor,,Write-ins,,0,,,
Jefferson,Alexandria 3,Governor,,Write-ins,,0,,,
Jefferson,Antwerp 1,Governor,,Write-ins,,0,,,
Jefferson,Antwerp 2,Governor,,Write-ins,,0,,,
Jefferson,Brownville 1,Governor,,Write-ins,,2,,,
Jefferson,Brownville 2,Governor,,Write-ins,,1,,,
Jefferson,Brownville 3,Governor,,Write-ins,,0,,,
Jefferson,Brownville 4,Governor,,Write-ins,,1,,,
Jefferson,Brownville 5,Governor,,Write-ins,,1,,,
Jefferson,Cape Vincent 1,Governor,,Write-ins,,0,,,
Jefferson,Cape Vincent 2,Governor,,Write-ins,,0,,,
Jefferson,Champion 1,Governor,,Write-ins,,3,,,
Jefferson,Champion 2,Governor,,Write-ins,,4,,,
Jefferson,Clayton 1,Governor,,Write-ins,,2,,,
Jefferson,Clayton 2,Governor,,Write-ins,,0,,,
Jefferson,Clayton 3,Governor,,Write-ins,,0,,,
Jefferson,Ellisburg 1,Governor,,Write-ins,,0,,,
Jefferson,Elllisburg 2,Governor,,Write-ins,,0,,,
Jefferson,Ellisburg 3,Governor,,Write-ins,,0,,,
Jefferson,Ellisburg 4,Governor,,Write-ins,,0,,,
Jefferson,Henderson 1,Governor,,Write-ins,,0,,,
Jefferson,Hounsfield 1,Governor,,Write-ins,,0,,,
Jefferson,Hounsfield 2,Governor,,Write-ins,,0,,,
Jefferson,LeRay 1,Governor,,Write-ins,,0,,,
Jefferson,LeRay 2,Governor,,Write-ins,,1,,,
Jefferson,LeRay 3,Governor,,Write-ins,,0,,,
Jefferson,LeRay 4,Governor,,Write-ins,,1,,,
Jefferson,LeRay 5,Governor,,Write-ins,,0,,,
Jefferson,LeRay 6,Governor,,Write-ins,,1,,,
Jefferson,LeRay 7,Governor,,Write-ins,,0,,,
Jefferson,LeRay 8,Governor,,Write-ins,,0,,,
Jefferson,Lorraine 1,Governor,,Write-ins,,1,,,
Jefferson,Lyme 1,Governor,,Write-ins,,1,,,
Jefferson,Lyme 2,Governor,,Write-ins,,1,,,
Jefferson,Lyme 3,Governor,,Write-ins,,0,,,
Jefferson,Orleans 1,Governor,,Write-ins,,1,,,
Jefferson,Orleans 2,Governor,,Write-ins,,2,,,
Jefferson,Pamelia 1,Governor,,Write-ins,,1,,,
Jefferson,Pamelia 2,Governor,,Write-ins,,0,,,
Jefferson,Philadelphia 1,Governor,,Write-ins,,1,,,
Jefferson,Philadelphia 2,Governor,,Write-ins,,0,,,
Jefferson,Rodman 1,Governor,,Write-ins,,0,,,
Jefferson,Rutland 1,Governor,,Write-ins,,0,,,
Jefferson,Rutland 2,Governor,,Write-ins,,0,,,
Jefferson,Rutland 3,Governor,,Write-ins,,0,,,
Jefferson,Theresa 1,Governor,,Write-ins,,3,,,
Jefferson,Watertown 1,Governor,,Write-ins,,1,,,
Jefferson,Watertown 2,Governor,,Write-ins,,1,,,
Jefferson,Wilna 1,Governor,,Write-ins,,0,,,
Jefferson,Wilna 2,Governor,,Write-ins,,0,,,
Jefferson,Wilna 3,Governor,,Write-ins,,0,,,
Jefferson,Wilna 4,Governor,,Write-ins,,0,,,
Jefferson,Wilna 5,Governor,,Write-ins,,0,,,
Jefferson,Wilna 6,Governor,,Write-ins,,1,,,
Jefferson,Worth 1,Governor,,Write-ins,,0,,,
Jefferson,City 12/1,Governor,,Under Votes,,5,,,
Jefferson,City 12/2,Governor,,Under Votes,,3,,,
Jefferson,City 12/3,Governor,,Under Votes,,3,,,
Jefferson,13/1,Governor,,Under Votes,,4,,,
Jefferson,13/2,Governor,,Under Votes,,7,,,
Jefferson,13/3,Governor,,Under Votes,,2,,,
Jefferson,14/1,Governor,,Under Votes,,4,,,
Jefferson,14/2,Governor,,Under Votes,,3,,,
Jefferson,15/1,Governor,,Under Votes,,5,,,
Jefferson,15/2,Governor,,Under Votes,,2,,,
Jefferson,15/3,Governor,,Under Votes,,2,,,
Jefferson,Adams 1,Governor,,Under Votes,,2,,,
Jefferson,Adams 2,Governor,,Under Votes,,1,,,
Jefferson,Adams 3,Governor,,Under Votes,,4,,,
Jefferson,Alexandria 1,Governor,,Under Votes,,5,,,
Jefferson,Alexandria 2,Governor,,Under Votes,,4,,,
Jefferson,Alexandria 3,Governor,,Under Votes,,9,,,
Jefferson,Antwerp 1,Governor,,Under Votes,,2,,,
Jefferson,Antwerp 2,Governor,,Under Votes,,3,,,
Jefferson,Brownville 1,Governor,,Under Votes,,1,,,
Jefferson,Brownville 2,Governor,,Under Votes,,2,,,
Jefferson,Brownville 3,Governor,,Under Votes,,3,,,
Jefferson,Brownville 4,Governor,,Under Votes,,3,,,
Jefferson,Brownville 5,Governor,,Under Votes,,4,,,
Jefferson,Cape Vincent 1,Governor,,Under Votes,,4,,,
Jefferson,Cape Vincent 2,Governor,,Under Votes,,4,,,
Jefferson,Champion 1,Governor,,Under Votes,,4,,,
Jefferson,Champion 2,Governor,,Under Votes,,2,,,
Jefferson,Clayton 1,Governor,,Under Votes,,3,,,
Jefferson,Clayton 2,Governor,,Under Votes,,8,,,
Jefferson,Clayton 3,Governor,,Under Votes,,4,,,
Jefferson,Ellisburg 1,Governor,,Under Votes,,1,,,
Jefferson,Elllisburg 2,Governor,,Under Votes,,2,,,
Jefferson,Ellisburg 3,Governor,,Under Votes,,3,,,
Jefferson,Ellisburg 4,Governor,,Under Votes,,3,,,
Jefferson,Henderson 1,Governor,,Under Votes,,5,,,
Jefferson,Hounsfield 1,Governor,,Under Votes,,2,,,
Jefferson,Hounsfield 2,Governor,,Under Votes,,3,,,
Jefferson,LeRay 1,Governor,,Under Votes,,1,,,
Jefferson,LeRay 2,Governor,,Under Votes,,0,,,
Jefferson,LeRay 3,Governor,,Under Votes,,2,,,
Jefferson,LeRay 4,Governor,,Under Votes,,2,,,
Jefferson,LeRay 5,Governor,,Under Votes,,0,,,
Jefferson,LeRay 6,Governor,,Under Votes,,4,,,
Jefferson,LeRay 7,Governor,,Under Votes,,0,,,
Jefferson,LeRay 8,Governor,,Under Votes,,2,,,
Jefferson,Lorraine 1,Governor,,Under Votes,,4,,,
Jefferson,Lyme 1,Governor,,Under Votes,,4,,,
Jefferson,Lyme 2,Governor,,Under Votes,,4,,,
Jefferson,Lyme 3,Governor,,Under Votes,,2,,,
Jefferson,Orleans 1,Governor,,Under Votes,,6,,,
Jefferson,Orleans 2,Governor,,Under Votes,,2,,,
Jefferson,Pamelia 1,Governor,,Under Votes,,2,,,
Jefferson,Pamelia 2,Governor,,Under Votes,,4,,,
Jefferson,Philadelphia 1,Governor,,Under Votes,,4,,,
Jefferson,Philadelphia 2,Governor,,Under Votes,,1,,,
Jefferson,Rodman 1,Governor,,Under Votes,,2,,,
Jefferson,Rutland 1,Governor,,Under Votes,,3,,,
Jefferson,Rutland 2,Governor,,Under Votes,,0,,,
Jefferson,Rutland 3,Governor,,Under Votes,,0,,,
Jefferson,Theresa 1,Governor,,Under Votes,,5,,,
Jefferson,Watertown 1,Governor,,Under Votes,,2,,,
Jefferson,Watertown 2,Governor,,Under Votes,,2,,,
Jefferson,Wilna 1,Governor,,Under Votes,,3,,,
Jefferson,Wilna 2,Governor,,Under Votes,,0,,,
Jefferson,Wilna 3,Governor,,Under Votes,,0,,,
Jefferson,Wilna 4,Governor,,Under Votes,,0,,,
Jefferson,Wilna 5,Governor,,Under Votes,,0,,,
Jefferson,Wilna 6,Governor,,Under Votes,,4,,,
Jefferson,Worth 1,Governor,,Under Votes,,0,,,
Jefferson,City 12/1,Governor,,Over Votes,,1,,,
Jefferson,City 12/2,Governor,,Over Votes,,1,,,
Jefferson,City 12/3,Governor,,Over Votes,,1,,,
Jefferson,13/1,Governor,,Over Votes,,0,,,
Jefferson,13/2,Governor,,Over Votes,,0,,,
Jefferson,13/3,Governor,,Over Votes,,0,,,
Jefferson,14/1,Governor,,Over Votes,,0,,,
Jefferson,14/2,Governor,,Over Votes,,0,,,
Jefferson,15/1,Governor,,Over Votes,,1,,,
Jefferson,15/2,Governor,,Over Votes,,0,,,
Jefferson,15/3,Governor,,Over Votes,,0,,,
Jefferson,Adams 1,Governor,,Over Votes,,0,,,
Jefferson,Adams 2,Governor,,Over Votes,,0,,,
Jefferson,Adams 3,Governor,,Over Votes,,0,,,
Jefferson,Alexandria 1,Governor,,Over Votes,,0,,,
Jefferson,Alexandria 2,Governor,,Over Votes,,0,,,
Jefferson,Alexandria 3,Governor,,Over Votes,,1,,,
Jefferson,Antwerp 1,Governor,,Over Votes,,0,,,
Jefferson,Antwerp 2,Governor,,Over Votes,,0,,,
Jefferson,Brownville 1,Governor,,Over Votes,,0,,,
Jefferson,Brownville 2,Governor,,Over Votes,,0,,,
Jefferson,Brownville 3,Governor,,Over Votes,,0,,,
Jefferson,Brownville 4,Governor,,Over Votes,,0,,,
Jefferson,Brownville 5,Governor,,Over Votes,,0,,,
Jefferson,Cape Vincent 1,Governor,,Over Votes,,0,,,
Jefferson,Cape Vincent 2,Governor,,Over Votes,,0,,,
Jefferson,Champion 1,Governor,,Over Votes,,1,,,
Jefferson,Champion 2,Governor,,Over Votes,,0,,,
Jefferson,Clayton 1,Governor,,Over Votes,,0,,,
Jefferson,Clayton 2,Governor,,Over Votes,,0,,,
Jefferson,Clayton 3,Governor,,Over Votes,,1,,,
Jefferson,Ellisburg 1,Governor,,Over Votes,,0,,,
Jefferson,Elllisburg 2,Governor,,Over Votes,,0,,,
Jefferson,Ellisburg 3,Governor,,Over Votes,,0,,,
Jefferson,Ellisburg 4,Governor,,Over Votes,,0,,,
Jefferson,Henderson 1,Governor,,Over Votes,,0,,,
Jefferson,Hounsfield 1,Governor,,Over Votes,,0,,,
Jefferson,Hounsfield 2,Governor,,Over Votes,,0,,,
Jefferson,LeRay 1,Governor,,Over Votes,,0,,,
Jefferson,LeRay 2,Governor,,Over Votes,,0,,,
Jefferson,LeRay 3,Governor,,Over Votes,,0,,,
Jefferson,LeRay 4,Governor,,Over Votes,,1,,,
Jefferson,LeRay 5,Governor,,Over Votes,,0,,,
Jefferson,LeRay 6,Governor,,Over Votes,,0,,,
Jefferson,LeRay 7,Governor,,Over Votes,,0,,,
Jefferson,LeRay 8,Governor,,Over Votes,,1,,,
Jefferson,Lorraine 1,Governor,,Over Votes,,0,,,
Jefferson,Lyme 1,Governor,,Over Votes,,0,,,
Jefferson,Lyme 2,Governor,,Over Votes,,0,,,
Jefferson,Lyme 3,Governor,,Over Votes,,0,,,
Jefferson,Orleans 1,Governor,,Over Votes,,0,,,
Jefferson,Orleans 2,Governor,,Over Votes,,0,,,
Jefferson,Pamelia 1,Governor,,Over Votes,,0,,,
Jefferson,Pamelia 2,Governor,,Over Votes,,0,,,
Jefferson,Philadelphia 1,Governor,,Over Votes,,0,,,
Jefferson,Philadelphia 2,Governor,,Over Votes,,0,,,
Jefferson,Rodman 1,Governor,,Over Votes,,0,,,
Jefferson,Rutland 1,Governor,,Over Votes,,1,,,
Jefferson,Rutland 2,Governor,,Over Votes,,0,,,
Jefferson,Rutland 3,Governor,,Over Votes,,0,,,
Jefferson,Theresa 1,Governor,,Over Votes,,0,,,
Jefferson,Watertown 1,Governor,,Over Votes,,0,,,
Jefferson,Watertown 2,Governor,,Over Votes,,0,,,
Jefferson,Wilna 1,Governor,,Over Votes,,0,,,
Jefferson,Wilna 2,Governor,,Over Votes,,0,,,
Jefferson,Wilna 3,Governor,,Over Votes,,0,,,
Jefferson,Wilna 4,Governor,,Over Votes,,0,,,
Jefferson,Wilna 5,Governor,,Over Votes,,0,,,
Jefferson,Wilna 6,Governor,,Over Votes,,0,,,
Jefferson,Worth 1,Governor,,Over Votes,,0,,,
Jefferson,City 12/1,Comptroller,,Thomas DiNapoli,DEM,365,,,
Jefferson,City 12/2,Comptroller,,Thomas DiNapoli,DEM,281,,,
Jefferson,City 12/3,Comptroller,,Thomas DiNapoli,DEM,246,,,
Jefferson,13/1,Comptroller,,Thomas DiNapoli,DEM,237,,,
Jefferson,13/2,Comptroller,,Thomas DiNapoli,DEM,295,,,
Jefferson,13/3,Comptroller,,Thomas DiNapoli,DEM,155,,,
Jefferson,14/1,Comptroller,,Thomas DiNapoli,DEM,188,,,
Jefferson,14/2,Comptroller,,Thomas DiNapoli,DEM,93,,,
Jefferson,15/1,Comptroller,,Thomas DiNapoli,DEM,220,,,
Jefferson,15/2,Comptroller,,Thomas DiNapoli,DEM,264,,,
Jefferson,15/3,Comptroller,,Thomas DiNapoli,DEM,74,,,
Jefferson,Adams 1,Comptroller,,Thomas DiNapoli,DEM,235,,,
Jefferson,Adams 2,Comptroller,,Thomas DiNapoli,DEM,116,,,
Jefferson,Adams 3,Comptroller,,Thomas DiNapoli,DEM,247,,,
Jefferson,Alexandria 1,Comptroller,,Thomas DiNapoli,DEM,160,,,
Jefferson,Alexandria 2,Comptroller,,Thomas DiNapoli,DEM,181,,,
Jefferson,Alexandria 3,Comptroller,,Thomas DiNapoli,DEM,220,,,
Jefferson,Antwerp 1,Comptroller,,Thomas DiNapoli,DEM,51,,,
Jefferson,Antwerp 2,Comptroller,,Thomas DiNapoli,DEM,93,,,
Jefferson,Brownville 1,Comptroller,,Thomas DiNapoli,DEM,150,,,
Jefferson,Brownville 2,Comptroller,,Thomas DiNapoli,DEM,111,,,
Jefferson,Brownville 3,Comptroller,,Thomas DiNapoli,DEM,169,,,
Jefferson,Brownville 4,Comptroller,,Thomas DiNapoli,DEM,138,,,
Jefferson,Brownville 5,Comptroller,,Thomas DiNapoli,DEM,198,,,
Jefferson,Cape Vincent 1,Comptroller,,Thomas DiNapoli,DEM,164,,,
Jefferson,Cape Vincent 2,Comptroller,,Thomas DiNapoli,DEM,268,,,
Jefferson,Champion 1,Comptroller,,Thomas DiNapoli,DEM,225,,,
Jefferson,Champion 2,Comptroller,,Thomas DiNapoli,DEM,132,,,
Jefferson,Clayton 1,Comptroller,,Thomas DiNapoli,DEM,124,,,
Jefferson,Clayton 2,Comptroller,,Thomas DiNapoli,DEM,325,,,
Jefferson,Clayton 3,Comptroller,,Thomas DiNapoli,DEM,311,,,
Jefferson,Ellisburg 1,Comptroller,,Thomas DiNapoli,DEM,33,,,
Jefferson,Elllisburg 2,Comptroller,,Thomas DiNapoli,DEM,101,,,
Jefferson,Ellisburg 3,Comptroller,,Thomas DiNapoli,DEM,33,,,
Jefferson,Ellisburg 4,Comptroller,,Thomas DiNapoli,DEM,170,,,
Jefferson,Henderson 1,Comptroller,,Thomas DiNapoli,DEM,258,,,
Jefferson,Hounsfield 1,Comptroller,,Thomas DiNapoli,DEM,317,,,
Jefferson,Hounsfield 2,Comptroller,,Thomas DiNapoli,DEM,255,,,
Jefferson,LeRay 1,Comptroller,,Thomas DiNapoli,DEM,63,,,
Jefferson,LeRay 2,Comptroller,,Thomas DiNapoli,DEM,28,,,
Jefferson,LeRay 3,Comptroller,,Thomas DiNapoli,DEM,51,,,
Jefferson,LeRay 4,Comptroller,,Thomas DiNapoli,DEM,182,,,
Jefferson,LeRay 5,Comptroller,,Thomas DiNapoli,DEM,95,,,
Jefferson,LeRay 6,Comptroller,,Thomas DiNapoli,DEM,42,,,
Jefferson,LeRay 7,Comptroller,,Thomas DiNapoli,DEM,25,,,
Jefferson,LeRay 8,Comptroller,,Thomas DiNapoli,DEM,147,,,
Jefferson,Lorraine 1,Comptroller,,Thomas DiNapoli,DEM,88,,,
Jefferson,Lyme 1,Comptroller,,Thomas DiNapoli,DEM,125,,,
Jefferson,Lyme 2,Comptroller,,Thomas DiNapoli,DEM,185,,,
Jefferson,Lyme 3,Comptroller,,Thomas DiNapoli,DEM,73,,,
Jefferson,Orleans 1,Comptroller,,Thomas DiNapoli,DEM,176,,,
Jefferson,Orleans 2,Comptroller,,Thomas DiNapoli,DEM,162,,,
Jefferson,Pamelia 1,Comptroller,,Thomas DiNapoli,DEM,148,,,
Jefferson,Pamelia 2,Comptroller,,Thomas DiNapoli,DEM,190,,,
Jefferson,Philadelphia 1,Comptroller,,Thomas DiNapoli,DEM,90,,,
Jefferson,Philadelphia 2,Comptroller,,Thomas DiNapoli,DEM,71,,,
Jefferson,Rodman 1,Comptroller,,Thomas DiNapoli,DEM,103,,,
Jefferson,Rutland 1,Comptroller,,Thomas DiNapoli,DEM,109,,,
Jefferson,Rutland 2,Comptroller,,Thomas DiNapoli,DEM,79,,,
Jefferson,Rutland 3,Comptroller,,Thomas DiNapoli,DEM,45,,,
Jefferson,Theresa 1,Comptroller,,Thomas DiNapoli,DEM,264,,,
Jefferson,Watertown 1,Comptroller,,Thomas DiNapoli,DEM,326,,,
Jefferson,Watertown 2,Comptroller,,Thomas DiNapoli,DEM,263,,,
Jefferson,Wilna 1,Comptroller,,Thomas DiNapoli,DEM,48,,,
Jefferson,Wilna 2,Comptroller,,Thomas DiNapoli,DEM,11,,,
Jefferson,Wilna 3,Comptroller,,Thomas DiNapoli,DEM,20,,,
Jefferson,Wilna 4,Comptroller,,Thomas DiNapoli,DEM,45,,,
Jefferson,Wilna 5,Comptroller,,Thomas DiNapoli,DEM,106,,,
Jefferson,Wilna 6,Comptroller,,Thomas DiNapoli,DEM,199,,,
Jefferson,Worth 1,Comptroller,,Thomas DiNapoli,DEM,17,,,
Jefferson,City 12/1,Comptroller,,Paul Rodriguez,REP,306,,,
Jefferson,City 12/2,Comptroller,,Paul Rodriguez,REP,278,,,
Jefferson,City 12/3,Comptroller,,Paul Rodriguez,REP,238,,,
Jefferson,13/1,Comptroller,,Paul Rodriguez,REP,236,,,
Jefferson,13/2,Comptroller,,Paul Rodriguez,REP,264,,,
Jefferson,13/3,Comptroller,,Paul Rodriguez,REP,169,,,
Jefferson,14/1,Comptroller,,Paul Rodriguez,REP,191,,,
Jefferson,14/2,Comptroller,,Paul Rodriguez,REP,114,,,
Jefferson,15/1,Comptroller,,Paul Rodriguez,REP,260,,,
Jefferson,15/2,Comptroller,,Paul Rodriguez,REP,295,,,
Jefferson,15/3,Comptroller,,Paul Rodriguez,REP,70,,,
Jefferson,Adams 1,Comptroller,,Paul Rodriguez,REP,291,,,
Jefferson,Adams 2,Comptroller,,Paul Rodriguez,REP,272,,,
Jefferson,Adams 3,Comptroller,,Paul Rodriguez,REP,501,,,
Jefferson,Alexandria 1,Comptroller,,Paul Rodriguez,REP,193,,,
Jefferson,Alexandria 2,Comptroller,,Paul Rodriguez,REP,303,,,
Jefferson,Alexandria 3,Comptroller,,Paul Rodriguez,REP,439,,,
Jefferson,Antwerp 1,Comptroller,,Paul Rodriguez,REP,95,,,
Jefferson,Antwerp 2,Comptroller,,Paul Rodriguez,REP,274,,,
Jefferson,Brownville 1,Comptroller,,Paul Rodriguez,REP,270,,,
Jefferson,Brownville 2,Comptroller,,Paul Rodriguez,REP,177,,,
Jefferson,Brownville 3,Comptroller,,Paul Rodriguez,REP,340,,,
Jefferson,Brownville 4,Comptroller,,Paul Rodriguez,REP,155,,,
Jefferson,Brownville 5,Comptroller,,Paul Rodriguez,REP,373,,,
Jefferson,Cape Vincent 1,Comptroller,,Paul Rodriguez,REP,170,,,
Jefferson,Cape Vincent 2,Comptroller,,Paul Rodriguez,REP,393,,,
Jefferson,Champion 1,Comptroller,,Paul Rodriguez,REP,574,,,
Jefferson,Champion 2,Comptroller,,Paul Rodriguez,REP,244,,,
Jefferson,Clayton 1,Comptroller,,Paul Rodriguez,REP,304,,,
Jefferson,Clayton 2,Comptroller,,Paul Rodriguez,REP,328,,,
Jefferson,Clayton 3,Comptroller,,Paul Rodriguez,REP,463,,,
Jefferson,Ellisburg 1,Comptroller,,Paul Rodriguez,REP,112,,,
Jefferson,Elllisburg 2,Comptroller,,Paul Rodriguez,REP,292,,,
Jefferson,Ellisburg 3,Comptroller,,Paul Rodriguez,REP,40,,,
Jefferson,Ellisburg 4,Comptroller,,Paul Rodriguez,REP,356,,,
Jefferson,Henderson 1,Comptroller,,Paul Rodriguez,REP,406,,,
Jefferson,Hounsfield 1,Comptroller,,Paul Rodriguez,REP,245,,,
Jefferson,Hounsfield 2,Comptroller,,Paul Rodriguez,REP,450,,,
Jefferson,LeRay 1,Comptroller,,Paul Rodriguez,REP,175,,,
Jefferson,LeRay 2,Comptroller,,Paul Rodriguez,REP,64,,,
Jefferson,LeRay 3,Comptroller,,Paul Rodriguez,REP,91,,,
Jefferson,LeRay 4,Comptroller,,Paul Rodriguez,REP,273,,,
Jefferson,LeRay 5,Comptroller,,Paul Rodriguez,REP,121,,,
Jefferson,LeRay 6,Comptroller,,Paul Rodriguez,REP,75,,,
Jefferson,LeRay 7,Comptroller,,Paul Rodriguez,REP,28,,,
Jefferson,LeRay 8,Comptroller,,Paul Rodriguez,REP,234,,,
Jefferson,Lorraine 1,Comptroller,,Paul Rodriguez,REP,273,,,
Jefferson,Lyme 1,Comptroller,,Paul Rodriguez,REP,212,,,
Jefferson,Lyme 2,Comptroller,,Paul Rodriguez,REP,260,,,
Jefferson,Lyme 3,Comptroller,,Paul Rodriguez,REP,126,,,
Jefferson,Orleans 1,Comptroller,,Paul Rodriguez,REP,426,,,
Jefferson,Orleans 2,Comptroller,,Paul Rodriguez,REP,210,,,
Jefferson,Pamelia 1,Comptroller,,Paul Rodriguez,REP,368,,,
Jefferson,Pamelia 2,Comptroller,,Paul Rodriguez,REP,357,,,
Jefferson,Philadelphia 1,Comptroller,,Paul Rodriguez,REP,137,,,
Jefferson,Philadelphia 2,Comptroller,,Paul Rodriguez,REP,175,,,
Jefferson,Rodman 1,Comptroller,,Paul Rodriguez,REP,357,,,
Jefferson,Rutland 1,Comptroller,,Paul Rodriguez,REP,316,,,
Jefferson,Rutland 2,Comptroller,,Paul Rodriguez,REP,240,,,
Jefferson,Rutland 3,Comptroller,,Paul Rodriguez,REP,69,,,
Jefferson,Theresa 1,Comptroller,,Paul Rodriguez,REP,573,,,
Jefferson,Watertown 1,Comptroller,,Paul Rodriguez,REP,444,,,
Jefferson,Watertown 2,Comptroller,,Paul Rodriguez,REP,520,,,
Jefferson,Wilna 1,Comptroller,,Paul Rodriguez,REP,55,,,
Jefferson,Wilna 2,Comptroller,,Paul Rodriguez,REP,14,,,
Jefferson,Wilna 3,Comptroller,,Paul Rodriguez,REP,44,,,
Jefferson,Wilna 4,Comptroller,,Paul Rodriguez,REP,133,,,
Jefferson,Wilna 5,Comptroller,,Paul Rodriguez,REP,322,,,
Jefferson,Wilna 6,Comptroller,,Paul Rodriguez,REP,269,,,
Jefferson,Worth 1,Comptroller,,Paul Rodriguez,REP,80,,,
Jefferson,City 12/1,Comptroller,,Paul Rodriguez,CON,52,,,
Jefferson,City 12/2,Comptroller,,Paul Rodriguez,CON,31,,,
Jefferson,City 12/3,Comptroller,,Paul Rodriguez,CON,21,,,
Jefferson,13/1,Comptroller,,Paul Rodriguez,CON,29,,,
Jefferson,13/2,Comptroller,,Paul Rodriguez,CON,22,,,
Jefferson,13/3,Comptroller,,Paul Rodriguez,CON,22,,,
Jefferson,14/1,Comptroller,,Paul Rodriguez,CON,35,,,
Jefferson,14/2,Comptroller,,Paul Rodriguez,CON,11,,,
Jefferson,15/1,Comptroller,,Paul Rodriguez,CON,23,,,
Jefferson,15/2,Comptroller,,Paul Rodriguez,CON,37,,,
Jefferson,15/3,Comptroller,,Paul Rodriguez,CON,11,,,
Jefferson,Adams 1,Comptroller,,Paul Rodriguez,CON,20,,,
Jefferson,Adams 2,Comptroller,,Paul Rodriguez,CON,23,,,
Jefferson,Adams 3,Comptroller,,Paul Rodriguez,CON,50,,,
Jefferson,Alexandria 1,Comptroller,,Paul Rodriguez,CON,18,,,
Jefferson,Alexandria 2,Comptroller,,Paul Rodriguez,CON,27,,,
Jefferson,Alexandria 3,Comptroller,,Paul Rodriguez,CON,29,,,
Jefferson,Antwerp 1,Comptroller,,Paul Rodriguez,CON,16,,,
Jefferson,Antwerp 2,Comptroller,,Paul Rodriguez,CON,31,,,
Jefferson,Brownville 1,Comptroller,,Paul Rodriguez,CON,19,,,
Jefferson,Brownville 2,Comptroller,,Paul Rodriguez,CON,20,,,
Jefferson,Brownville 3,Comptroller,,Paul Rodriguez,CON,37,,,
Jefferson,Brownville 4,Comptroller,,Paul Rodriguez,CON,19,,,
Jefferson,Brownville 5,Comptroller,,Paul Rodriguez,CON,26,,,
Jefferson,Cape Vincent 1,Comptroller,,Paul Rodriguez,CON,15,,,
Jefferson,Cape Vincent 2,Comptroller,,Paul Rodriguez,CON,52,,,
Jefferson,Champion 1,Comptroller,,Paul Rodriguez,CON,56,,,
Jefferson,Champion 2,Comptroller,,Paul Rodriguez,CON,26,,,
Jefferson,Clayton 1,Comptroller,,Paul Rodriguez,CON,49,,,
Jefferson,Clayton 2,Comptroller,,Paul Rodriguez,CON,33,,,
Jefferson,Clayton 3,Comptroller,,Paul Rodriguez,CON,37,,,
Jefferson,Ellisburg 1,Comptroller,,Paul Rodriguez,CON,3,,,
Jefferson,Elllisburg 2,Comptroller,,Paul Rodriguez,CON,26,,,
Jefferson,Ellisburg 3,Comptroller,,Paul Rodriguez,CON,5,,,
Jefferson,Ellisburg 4,Comptroller,,Paul Rodriguez,CON,36,,,
Jefferson,Henderson 1,Comptroller,,Paul Rodriguez,CON,34,,,
Jefferson,Hounsfield 1,Comptroller,,Paul Rodriguez,CON,27,,,
Jefferson,Hounsfield 2,Comptroller,,Paul Rodriguez,CON,50,,,
Jefferson,LeRay 1,Comptroller,,Paul Rodriguez,CON,16,,,
Jefferson,LeRay 2,Comptroller,,Paul Rodriguez,CON,10,,,
Jefferson,LeRay 3,Comptroller,,Paul Rodriguez,CON,11,,,
Jefferson,LeRay 4,Comptroller,,Paul Rodriguez,CON,35,,,
Jefferson,LeRay 5,Comptroller,,Paul Rodriguez,CON,9,,,
Jefferson,LeRay 6,Comptroller,,Paul Rodriguez,CON,5,,,
Jefferson,LeRay 7,Comptroller,,Paul Rodriguez,CON,4,,,
